City,Site,Site Name,Category Desc.,Long Class Desc.,Art. No,Article Desc.,Quantity,Date,Formatted Date,Net Revenue,Product Name,Channel,Gross Revenue
PUNE,A331,Pune-Chakan,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,28.11.2022,28-Nov-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
MUMBAI,A013,Mumbai-Mulund,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,2,28.11.2022,28-Nov-22,2798,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,3998
NOIDA,A151,Noida-Mall of India,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,28.11.2022,28-Nov-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
LATUR,A256,Latur-Ambejogai Road,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,28.11.2022,28-Nov-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
AHMEDABAD,A260,Ahmedabad-Science City,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,28.11.2022,28-Nov-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Calicut,A320,Kozhikode-Hilite Mall,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,2,28.11.2022,28-Nov-22,2798,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,3998
Bangalore,A326,Bangalore-Kanakpura,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,28.11.2022,28-Nov-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Delhi,Online,Online,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,28.11.2022,28-Nov-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Online,1999
Bangalore,A113,Bangalore-Jaynagar,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,28.11.2022,28-Nov-22,759,650GR Ergo View Laptop Stand-Grey,Offline,899
KOLKATA,Online,Online,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,28.11.2022,28-Nov-22,759,650GR Ergo View Laptop Stand-Grey,Online,899
PUNE,Online,Online,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,28.11.2022,28-Nov-22,759,650GR Ergo View Laptop Stand-Grey,Online,899
THANE,Online,Online,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,28.11.2022,28-Nov-22,759,650GR Ergo View Laptop Stand-Grey,Online,899
HYDERABAD,Online,Online,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,28.11.2022,28-Nov-22,999,419V2 PRIMUS Wireless Desktop V2,Online,1199
LATUR,A256,Latur-Ambejogai Road,PC Accessories,Laptop Kit,256480,Amkette EvoFox Prime Gaming Bundle,0,28.11.2022,28-Nov-22,0,998PP EvoFox Prime Gaming Bundle (422~423~658~597),Offline,0
Bangalore,Online,Online,PC Accessories,Adaptors/Cables/Hubs,204739,AMKETTE High speed 4 Port USB 2.0 Hub,1,28.11.2022,28-Nov-22,499,341PP Hi-Speed Hub 4 Port USB 2,Online,549
Delhi,Online,Online,PC Accessories,Adaptors/Cables/Hubs,204739,AMKETTE High speed 4 Port USB 2.0 Hub,3,28.11.2022,28-Nov-22,1497,341PP Hi-Speed Hub 4 Port USB 2,Online,1647
HYDERABAD,Online,Online,PC Accessories,Adaptors/Cables/Hubs,204739,AMKETTE High speed 4 Port USB 2.0 Hub,2,29.11.2022,29-Nov-22,998,341PP Hi-Speed Hub 4 Port USB 2,Online,1098
RAJKOT,Online,Online,PC Accessories,Adaptors/Cables/Hubs,204739,AMKETTE High speed 4 Port USB 2.0 Hub,1,29.11.2022,29-Nov-22,499,341PP Hi-Speed Hub 4 Port USB 2,Online,549
GHAZIABAD,A024,Ghazibad-Aditya Mall,Input Devices,Keyboards,260089,Amkette Xcite Neo Wired USB Keyboard,1,29.11.2022,29-Nov-22,529,398PP Xcite Neo Keyboard USB,Offline,549
Bangalore,A073,Bangalore-Banshankari,Input Devices,Keyboards,260089,Amkette Xcite Neo Wired USB Keyboard,1,29.11.2022,29-Nov-22,529,398PP Xcite Neo Keyboard USB,Offline,549
NOIDA,A023,Greater Noida-Ansal Plaza Mall,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,29.11.2022,29-Nov-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
RAIPUR,A198,Raipur-Pandri Road,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,29.11.2022,29-Nov-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Rajahmundry,A224,Rajahmundry-RTC Complex Road,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,29.11.2022,29-Nov-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
KOLKATA,A226,Kolkata-Barasat,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,0,29.11.2022,29-Nov-22,0,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,0
Bangalore,A439,Bangalore-HSR Layout,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,29.11.2022,29-Nov-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
PUNE,Online,Online,PC Accessories,Adaptors/Cables/Hubs,260085,Amkette Type-C 4 Port USB 3.0 Hub,1,29.11.2022,29-Nov-22,1059,435BK Type-C 4 Port USB 3.0 Hub Pro,Online,1599
Bangalore,A058,Bangalore-Koramangala,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,2,29.11.2022,29-Nov-22,698,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,1398
PUNE,A203,Pune-JVA Mall,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,29.11.2022,29-Nov-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
SURAT,A217,Surat-VIP Road,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,29.11.2022,29-Nov-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Bangalore,A057,Bangalore-Bel Road,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,29.11.2022,29-Nov-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
New Delhi,A276,Delhi-Civil Lines,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,29.11.2022,29-Nov-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
CHENNAI,A391,Chennai-Vivira Mall,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,29.11.2022,29-Nov-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Delhi,Online,Online,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,29.11.2022,29-Nov-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Online,1999
PUNE,A049,Pune-Kothrud,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,29.11.2022,29-Nov-22,759,650GR Ergo View Laptop Stand-Grey,Offline,899
MUMBAI,Online,Online,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,29.11.2022,29-Nov-22,759,650GR Ergo View Laptop Stand-Grey,Online,899
FAZILKA,Online,Online,Input Devices,Mice,250880,E-Amkette EvoFox Shadow W ired GMG MSE,1,29.11.2022,29-Nov-22,499,794BK EvoFox Shadow Gaming Mouse USB,Online,799
VADODARA,Online,Online,Input Devices,Mice,250880,E-Amkette EvoFox Shadow W ired GMG MSE,1,29.11.2022,29-Nov-22,499,794BK EvoFox Shadow Gaming Mouse USB,Online,799
CHENNAI,A391,Chennai-Vivira Mall,Input Devices,Keyboards,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,29.11.2022,29-Nov-22,729,850PP Xcite Pro Keyboard & Mouse USB,Offline,799
BHOPAL,A192,Bhopal-DB Mall,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,29.11.2022,29-Nov-22,999,419V2 PRIMUS Wireless Desktop V2,Offline,1199
,Online,Online,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,29.11.2022,29-Nov-22,999,419V2 PRIMUS Wireless Desktop V2,Online,1199
MUMBAI,Online,Online,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,29.11.2022,29-Nov-22,999,419V2 PRIMUS Wireless Desktop V2,Online,1199
Visakhapatnam,Online,Online,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,29.11.2022,29-Nov-22,999,419V2 PRIMUS Wireless Desktop V2,Online,1199
PUNE,A129,Pune-PMC Mall,Input Devices,Keyboards,260089,Amkette Xcite Neo Wired USB Keyboard,1,29.11.2022,29-Nov-22,529,398PP Xcite Neo Keyboard USB,Offline,549
Bangalore,A056,Bangalore-J P Nagar,Input Devices,Keyboards,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,29.11.2022,29-Nov-22,729,400PP Xcite Neo Keyboard & Mouse USB,Offline,899
MUMBAI,A041,Mumbai-Oberoi Mall,PC Accessories,Adaptors/Cables/Hubs,250417,Amkette 4 Port USB 3.0 Hub BLK,1,30.11.2022,30-Nov-22,929,416PP Super Speed Hub 4 Port USB 3.0,Offline,1499
MUMBAI,A147,Mumbai-Borivali,PC Accessories,Adaptors/Cables/Hubs,250417,Amkette 4 Port USB 3.0 Hub BLK,1,30.11.2022,30-Nov-22,929,416PP Super Speed Hub 4 Port USB 3.0,Offline,1499
PUNE,A415,Pune-Aero Mall,PC Accessories,Adaptors/Cables/Hubs,250417,Amkette 4 Port USB 3.0 Hub BLK,1,30.11.2022,30-Nov-22,929,416PP Super Speed Hub 4 Port USB 3.0,Offline,1499
Nashik,A108,Nashik-Solitario,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,-1,30.11.2022,30-Nov-22,-1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,-1899
PUNE,A203,Pune-JVA Mall,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,30.11.2022,30-Nov-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
New Delhi,A204,Delhi-Vegas Mall,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,2,30.11.2022,30-Nov-22,2698,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,3798
KOLKATA,A220,Kolkata-Green Chinar,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,30.11.2022,30-Nov-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Calicut,A320,Kozhikode-Hilite Mall,Input Devices,Keyboards,250875,Amkette EvoFox WarHammer Wired GMG KB,1,30.11.2022,30-Nov-22,1099,433BK EvoFox WarHammer Gaming Keyboard (USB),Offline,1499
MUMBAI,Online,Online,PC Accessories,Adaptors/Cables/Hubs,260085,Amkette Type-C 4 Port USB 3.0 Hub,1,30.11.2022,30-Nov-22,1059,435BK Type-C 4 Port USB 3.0 Hub Pro,Online,1599
AHMEDABAD,A145,Ahmedabad-Mani Nagar,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,30.11.2022,30-Nov-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
KOLKATA,A220,Kolkata-Green Chinar,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,30.11.2022,30-Nov-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Bangalore,A326,Bangalore-Kanakpura,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,30.11.2022,30-Nov-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
KOLKATA,A197,Kolkata-Rajarhat,PC Accessories,PC Add On,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,30.11.2022,30-Nov-22,999,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Offline,1999
Goa,A279,Goa-Dabolim,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,30.11.2022,30-Nov-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
CHENNAI,A095,Chennai-Grand Mall,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,30.11.2022,30-Nov-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
MUMBAI,Online,Online,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,-1,30.11.2022,30-Nov-22,-759,650GR Ergo View Laptop Stand-Grey,Online,-899
PUNE,Online,Online,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,-1,30.11.2022,30-Nov-22,-759,650GR Ergo View Laptop Stand-Grey,Online,-899
RAJKOT,A218,Rajkot-Nana Mawa Chowk,Input Devices,Mice,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,30.11.2022,30-Nov-22,799,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,Offline,1099
Visakhapatnam,Online,Online,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,30.11.2022,30-Nov-22,999,419V2 PRIMUS Wireless Desktop V2,Online,1199
SOLAPUR,A243,Solapur-Vishal Heights,PC Accessories,Laptop Kit,256480,Amkette EvoFox Prime Gaming Bundle,1,30.11.2022,30-Nov-22,3000,998PP EvoFox Prime Gaming Bundle (422~423~658~597),Offline,5496
PUNE,A331,Pune-Chakan,PC Accessories,Laptop Kit,256480,Amkette EvoFox Prime Gaming Bundle,1,30.11.2022,30-Nov-22,3000,998PP EvoFox Prime Gaming Bundle (422~423~658~597),Offline,5496
Bangalore,Online,Online,Gaming Consoles and Accessories,PS4 Accessories,224360,Amkette Evo Gpad4 Smartphne edition,1,30.11.2022,30-Nov-22,2299,829BK Bluetooth Controller 4 (EGP4),Online,2599
HYDERABAD,A091,Hyderabad-Kondapur,Gaming Consoles and Accessories,PS4 Accessories,259864,EvoFox Elite Ops Wireless Gamepad,1,30.11.2022,30-Nov-22,1499,579GR EvoFox Elite Ops Controller-Grey,Offline,2299
,Online,Online,Gaming Consoles and Accessories,PS4 Accessories,224360,Amkette Evo Gpad4 Smartphne edition,1,21.11.2022,21-Nov-22,2299,829BK Bluetooth Controller 4 (EGP4),Online,2599
CHENNAI,A181,Chennai-Chrompet,Gaming Consoles and Accessories,PS4 Accessories,259864,EvoFox Elite Ops Wireless Gamepad,1,23.11.2022,23-Nov-22,1499,579GR EvoFox Elite Ops Controller-Grey,Offline,2299
Bangalore,Online,Online,Gaming Consoles and Accessories,PS4 Accessories,224360,Amkette Evo Gpad4 Smartphne edition,-1,23.11.2022,23-Nov-22,-2299,829BK Bluetooth Controller 4 (EGP4),Online,-2599
VAPI,A195,Vapi-Daman Road,Gaming Consoles and Accessories,PS4 Accessories,224360,Amkette Evo Gpad4 Smartphne edition,1,26.11.2022,26-Nov-22,2299,829BK Bluetooth Controller 4 (EGP4),Offline,2599
Gurugram,A118,Gurugram-Sector 49,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,26.11.2022,26-Nov-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
New Delhi,A132,Delhi-Janakpuri,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,27.11.2022,27-Nov-22,759,650GR Ergo View Laptop Stand-Grey,Offline,899
New Delhi,A204,Delhi-Vegas Mall,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,01.12.2022,1-Dec-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
New Delhi,A267,Delhi-GT Karnal Road,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,01.12.2022,1-Dec-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Noida,A023,Greater Noida-Ansal Plaza Mall,PC Accessories,PC Add On,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,01.12.2022,1-Dec-22,999,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Offline,1999
Noida,A151,Noida-Mall of India,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,01.12.2022,1-Dec-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Vadodara,A015,Vadodara-Centre Square Mall,Input Devices,Keyboards,250873,Amkette EvoFox Fireblade Wired GMG KB,1,01.12.2022,1-Dec-22,999,422BK Evo Fox Fireblade Gaming Keyboard USB,Offline,1299
Pune,A011,Pune-Aundh,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,01.12.2022,1-Dec-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Pune,A011,Pune-Aundh,Input Devices,Keyboards,260089,Amkette Xcite Neo Wired USB Keyboard,1,01.12.2022,1-Dec-22,529,398PP Xcite Neo Keyboard USB,Offline,549
Mumbai,A021,Mumbai-Bandra Mall,PC Accessories,Adaptors/Cables/Hubs,260085,Amkette Type-C 4 Port USB 3.0 Hub,1,01.12.2022,1-Dec-22,1059,435BK Type-C 4 Port USB 3.0 Hub Pro,Offline,1599
Mumbai,A021,Mumbai-Bandra Mall,PC Accessories,Adaptors/Cables/Hubs,260086,Amkette Type-C 6 in 1 Multiport Hub,1,01.12.2022,1-Dec-22,1699,436BK Type-C 6 in 1 Multiport Hub,Offline,2599
Mumbai,A027,Mumbai-PMC Lower Parel Mall,PC Accessories,Adaptors/Cables/Hubs,260085,Amkette Type-C 4 Port USB 3.0 Hub,1,01.12.2022,1-Dec-22,1059,435BK Type-C 4 Port USB 3.0 Hub Pro,Offline,1599
Mumbai,A041,Mumbai-Oberoi Mall,PC Accessories,Adaptors/Cables/Hubs,260085,Amkette Type-C 4 Port USB 3.0 Hub,1,01.12.2022,1-Dec-22,1059,435BK Type-C 4 Port USB 3.0 Hub Pro,Offline,1599
Mumbai,A092,Mumbai-Kandivali,PC Accessories,Adaptors/Cables/Hubs,260085,Amkette Type-C 4 Port USB 3.0 Hub,-1,01.12.2022,1-Dec-22,-1059,435BK Type-C 4 Port USB 3.0 Hub Pro,Offline,-1599
Aurangabad,A191,Aurangabad-Waluj,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,01.12.2022,1-Dec-22,759,650GR Ergo View Laptop Stand-Grey,Offline,899
Bhiwandi,E024,E024 Ecom Bhiwandi new DC,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,01.12.2022,1-Dec-22,999,419V2 PRIMUS Wireless Desktop V2,Online,1199
Bhiwandi,E024,E024 Ecom Bhiwandi new DC,Input Devices,Keyboards,260089,Amkette Xcite Neo Wired USB Keyboard,1,01.12.2022,1-Dec-22,529,398PP Xcite Neo Keyboard USB,Online,549
Bangalore,A018,Bangalore-SS Manor,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,01.12.2022,1-Dec-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Bangalore,A045,Bangalore-Indira Nagar,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,01.12.2022,1-Dec-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Bangalore,A057,Bangalore-Bel Road,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,01.12.2022,1-Dec-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Bangalore,A060,Bangalore-Marathahalli,PC Accessories,Adaptors/Cables/Hubs,260086,Amkette Type-C 6 in 1 Multiport Hub,0,01.12.2022,1-Dec-22,0,436BK Type-C 6 in 1 Multiport Hub,Offline,0
Belagavi,A271,Belagavi-Tilakwadi,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,01.12.2022,1-Dec-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Bangalore,A277,Bangalore-Electronic city,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,01.12.2022,1-Dec-22,759,650GR Ergo View Laptop Stand-Grey,Offline,899
Thrissur,A282,Thrissur-MG Road,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,01.12.2022,1-Dec-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Kozhikode,A320,Kozhikode-Hilite Mall,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,01.12.2022,1-Dec-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Chennai,A146,Chennai-Mogappair,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,01.12.2022,1-Dec-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Salem,A213,Salem-Bharathi Street,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,01.12.2022,1-Dec-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Hosur,A225,Hosur-Bagalur Road,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,01.12.2022,1-Dec-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Hyderabad,A109,Hyderabad-Terminal Internation,PC Accessories,Adaptors/Cables/Hubs,260085,Amkette Type-C 4 Port USB 3.0 Hub,1,01.12.2022,1-Dec-22,1059,435BK Type-C 4 Port USB 3.0 Hub Pro,Offline,1599
Hyderabad,A308,Hyderabad-Boduppal,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,01.12.2022,1-Dec-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
New Delhi,A032,Delhi-Kamlanagar,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,01.12.2022,1-Dec-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
New Delhi,A048,Delhi-SouthEx,PC Accessories,PC Add On,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,01.12.2022,1-Dec-22,999,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Offline,1999
New Delhi,A112,Delhi-Select City Walk,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,02.12.2022,2-Dec-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
New Delhi,A132,Delhi-Janakpuri,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,02.12.2022,2-Dec-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Bhopal,A192,Bhopal-DB Mall,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,02.12.2022,2-Dec-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Ahmedabad,A246,Ahmedabad-Gandhinagar,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,02.12.2022,2-Dec-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Ahmedabad,A250,Ahmedabad-Bopal,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,02.12.2022,2-Dec-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Surat,A263,Surat-Kamrej,Input Devices,Keyboards,250875,Amkette EvoFox WarHammer Wired GMG KB,1,02.12.2022,2-Dec-22,1099,433BK EvoFox WarHammer Gaming Keyboard (USB),Offline,1499
Navi Mumbai,A009,Navi Mumbai-Belapur,Input Devices,Keyboards,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,02.12.2022,2-Dec-22,729,400PP Xcite Neo Keyboard & Mouse USB,Offline,899
Pune,A011,Pune-Aundh,PC Accessories,Adaptors/Cables/Hubs,250417,Amkette 4 Port USB 3.0 Hub BLK,1,02.12.2022,2-Dec-22,929,416PP Super Speed Hub 4 Port USB 3.0,Offline,1499
Mumbai,A039,Mumbai-Sion,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,02.12.2022,2-Dec-22,759,650GR Ergo View Laptop Stand-Grey,Offline,899
Mumbai,A153,Mumbai-Infiniti Mall,Input Devices,Keyboards,250873,Amkette EvoFox Fireblade Wired GMG KB,1,02.12.2022,2-Dec-22,999,422BK Evo Fox Fireblade Gaming Keyboard USB,Offline,1299
Nashik,A215,Nashik-Nashik Road,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,02.12.2022,2-Dec-22,999,419V2 PRIMUS Wireless Desktop V2,Offline,1199
Kalyan-East~ Maharashtr,A445,Kalyan-Metro Junction Mall,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,02.12.2022,2-Dec-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
BHIWANDI,E001,E001 Bhiwandi DC,Input Devices,Keyboards,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,02.12.2022,2-Dec-22,729,400PP Xcite Neo Keyboard & Mouse USB,Online,899
Bhiwandi,E024,E024 Ecom Bhiwandi new DC,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,02.12.2022,2-Dec-22,999,419V2 PRIMUS Wireless Desktop V2,Online,1199
Bhiwandi,E024,E024 Ecom Bhiwandi new DC,Input Devices,Mice,250880,E-Amkette EvoFox Shadow W ired GMG MSE,1,02.12.2022,2-Dec-22,499,794BK EvoFox Shadow Gaming Mouse USB,Online,799
Bhiwandi,E024,E024 Ecom Bhiwandi new DC,Input Devices,Keyboards,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,02.12.2022,2-Dec-22,729,400PP Xcite Neo Keyboard & Mouse USB,Online,899
Bangalore,A057,Bangalore-Bel Road,PC Accessories,Adaptors/Cables/Hubs,260085,Amkette Type-C 4 Port USB 3.0 Hub,1,02.12.2022,2-Dec-22,1059,435BK Type-C 4 Port USB 3.0 Hub Pro,Offline,1599
Bangalore,A060,Bangalore-Marathahalli,PC Accessories,Adaptors/Cables/Hubs,260086,Amkette Type-C 6 in 1 Multiport Hub,1,02.12.2022,2-Dec-22,1699,436BK Type-C 6 in 1 Multiport Hub,Offline,2599
Bangalore,A114,Bangalore-Total Mall,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,02.12.2022,2-Dec-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
